SiteID,SiteName,Country,StateProvince,County,USGS_Quad,HUC,FeatureID,LandUnit,LandUnitDetail,ProclaimedNF,LCC,PublicInfo,InfoSource,InfoSourceDet,MagDev,AccessDescript,SiteDescription,AKA,GeorefSource,Datum,UTM_Zone,GPS_Unit,UTME,UTMN,LatDeg,LatMin,LatSec,LongDeg,LongMin,LongSec,LatitudeDD,LongitudeDD,ElevationM,EPE_M,Georef_Comments,SpringType1,SpringType2,LithoPrimary,LithoSecondary,GeoLayer,EmergenceEnvironment,EmergenceEnvNote,SourceGeo,SourceGeo2,ChannelDynamics,FlowForceMech,NearestSpringM,LoginAdded,LoginAddedDate,LoginChanged,LoginChangedDate,SurveyCount,AvgEOD,HighEOD,ImageHyperlink,SketchHyperlink,SiteHyperlink,ShortName,initialtimestamp,
10586,Aspen Spring,US,AZ,Coconino,Bellemont,15060202,,Private,Private US landowner AZ,,3,1,State,Imported in 2009 from AZ State Land Office; Other DB from AZDWR,11,Private,,"Imported from GDBA-20-06 08CAB, FLWD_SiteID 350738111470701",,NAD83,12,,428382,3887455,35,7,38.676,-111,47,9.78,35.12741,-111.78605,2256,,,,,,,,,,,,,,3770,jeriledbetter,6/16/2012,jeriledbetter,4/17/2016,1,1,1,,,,Aspen,4/25/2014 12:11,22
14441,At Last Spring,US,AZ,Coconino,Point Imperial,15010001,,NPS,Grand Canyon NP,,15,1,NHD,Imported in 2010 from NHD Database; Other DB from AZDWR,11,GRCA,This site has been verified by Steve Rice.,"Imported from GDB, NANK013A-33-04 03B   UNSURV, FLWD_SiteID 361716111574501",,NAD83,12,,413512,4016135,36,17,10.716,-111,57,47.16,36.28631,-111.9631,1833,,,,,sedimentary,limestone,Muav limestone,,,,,,,461,jeriledbetter,6/16/2012,jeriledbetter,10/16/2013,1,1,1,,,,At Last,4/25/2014 12:11,22
18793,B-17-02 12cdb unnamed,US,AZ,Yavapai,Chino Valley North,15060202,,Private,Private US Landowner AZ,,15,1,State,Arizona Dept. Water Resources GWSI db; Other DB from AZDWR,11,3.45202E+14,Imported from AZDWR. Unused water use. Data source USGS. Valley Flat topographic setting.  Site Geology . Fracture spring type. No spring manipulation. Perennial flow consistency. ,"B-17-02 12CDB, FLWD_SiteID 345202112252301",,NAD83,12,,369863,3859246,34,52,2.1,-112,25,25.644,34.86725,-112.42379,1289,,Elev determined by topographic map. Lat/long accuracy 1 sec +/-. Elevation accuracy 10m. Field Checked,,,,,,,,fracture spring,,,,1778,jeriledbetter,11/8/2012,,,1,1,1,,,,B-17-02 12cdb unnamed,4/25/2014 12:11,22
18795,B-30-17 07baa unnamed,US,AZ,Mohave,Hiller Mountains,15010005,,NPS,Lake Mead NRA AZ,,3,1,State,ID from Arizona Dept. Water Resources GWIS,12,3.60031E+14,Imported from AZDWR. Unused water use. Data source USGS. Stream Channel topographic setting.  Site Geology 400GRNT. Fracture spring type. No spring manipulation. Perennial flow consistency. ,"B-30-17 07BAA, FLWD_SiteID 360031114090201",,NAD83,11,,756746,3988656,36,0,30.96,-114,9,4.896,36.0086,-114.15136,390,,Elev determined by topographic map. Lat/long accuracy 5 secs +/-. Elevation accuracy 40m. Field Checked,,,,,,,,fracture spring,,,,1242,jeriledbetter,11/8/2012,,,1,1,1,,,,B-30-17 07baa unnamed,4/25/2014 12:11,22
18910,B-33-15 18adb unnamed,US,AZ,Mohave,Gyp Hills,15010006,,NPS,Lake Mead NRA AZ,,3,1,State,Arizona Dept. Water Resources GWSI db,12,3.61544E+14,Imported from AZDWR. Stock water use. Data source USGS. Stream Channel topographic setting.  Site Geology 100VLFL. Depression spring type. Pond spring manipulation. Undetermined flow consistency. ,"B-33-15 18ADB, FLWD_SiteID 361544113561401",,NAD83,12,,236048,4017037,36,15,43.956,-113,56,16.872,36.26221,-113.93802,518,,Elev determined by topographic map. Lat/long accuracy 5 secs +/-. Elevation accuracy 20m. Field Checked,,,,,,,,,,,,1867,jeriledbetter,11/8/2012,,,1,1,1,,,,B-33-15 18adb unnamed,4/25/2014 12:11,22
9794,Baker Spring,US,AZ,Mohave,Mount Nutt,15030103,,BLM,Bureau Of Land Management AZ,,3,1,Geonames,; ID from AZDWR GWIS,12,BLM,,"Imported from GDBB-19-19 22BDB, FLWD_SiteID 350115114172901",,NAD83,11,,746892,3878519,35,1,9.12,-114,17,38.76,35.0192,-114.2941,798,,,,,,,,,,,,,,2350,jeriledbetter,6/16/2012,,,1,1,1,,,,Baker ,4/25/2014 12:11,22
10320,Bitter Spring,US,AZ,Coconino,Begashibito Canyon,15020018,,Tribal,Hopi Tribe,,15,1,Geonames,Imported from USGS Geonames,11,HOPI,,Imported from GDB,,NAD83,12,,508921,4010295,36,14,14.964,-110,54,2.592,36.23749,-110.90072,1701,,,,,,,,,,,,,,7548,jeriledbetter,6/16/2012,,,5,1,1,,,,Bitter ,4/25/2014 12:11,22
14384,Bitter Springs,US,AZ,Coconino,Bitter Springs,15010001,,Tribal,Navajo Nation,,15,1,NHD,Imported in 2010 from NHD Database; Other DB from AZDWR,11,NAVA,This site was confirmed with a 1:24K Digital Raster. ,"Imported from GDB, NAVA01803 044-08.12X06.27, FLWD_SiteID 363930111384501",,NAD83,12,,442156,4057358,36,39,36.216,-111,38,50.028,36.66006,-111.64723,1511,,,,,,,,,,,,,,241,jeriledbetter,6/16/2012,jeriledbetter,10/16/2013,1,1,1,,,,Bitter ,4/25/2014 12:11,22
10248,Black Rock Spring,US,AZ,Mohave,Milkweed Canyon SW,15010007,,BLM,Bureau Of Land Management AZ,,3,1,State,Imported in 2009 from AZ State Land Office,12,BLM,,Imported from GDB,,NAD83,12,,252395,3933128,35,30,39.168,-113,43,48.612,35.51088,-113.73017,1296,,,,,,,,,,,,,,642,jeriledbetter,6/16/2012,,,1,1,1,,,,Black Rock ,4/25/2014 12:11,22
13996,Blacktail Spring,US,AZ,Coconino,Explorers Monument,15010002,,NPS,Grand Canyon NP,,15,1,NHD,Imported in 2010 from NHD Database,11,GRCA,,"Imported from GDB, Blacktail at Main Pool, BLAK002",,NAD83,12,,367771,4012174,36,14,43.512,-112,28,17.976,36.24542,-112.47166,703,,,,,sedimentary,sandstone,Tapeats Sandstone,,,,,,,1687,jeriledbetter,6/16/2012,jeriledbetter,10/16/2013,1,1,1,,,,Blacktail,4/25/2014 12:11,22
10306,Blue Spring,US,AZ,Coconino,Blue Spring,15020016,,Tribal,Navajo Nation,,15,1,USGS Quad,Added based on DRG layer; ID from AZ Dept of Water Resources GWIS,11,NAVA,,"Imported from GDB, LCRV003, 360700111413701, BLUE103 079-10.81X09.20, FLWD_SiteID 360700111413701",,NAD83,12,,437580,3997099,36,6,59.616,-111,41,36.924,36.11656,-111.69359,966,,"Steve Monroe coordinates 36 06 59.01, -114 41 34.64, elev 3000 ft.",,,sedimentary,limestone,Redwall Formation,,,,,,,138,jeriledbetter,6/16/2012,jeriledbetter,2/5/2014,4,1,1,,,,Blue ,4/25/2014 12:11,7
14105,Boucher Spring,US,AZ,Coconino,Grand Canyon,15010002,,NPS,Grand Canyon NP,,15,1,PUB,Brown & Moran 1979,11,GRCA,,"Imported from GDB, BA-3k. BOUC007",,WGS84,12,,387728,3995702,36,5,58.128,-112,14,50.064,36.09948,-112.24724,922,,"NPS coordinates are NAD27 36.0897583, -112.2595694",,,sedimentary,sandstone,Tapeats Sandstone,,,,,,,690,jeriledbetter,6/16/2012,jeriledbetter,5/23/2015,2,1,1,,,,Boucher,4/25/2014 12:11,22
14555,Boulder Crk Unnamed ,US,AZ,Coconino,Phantom Ranch,15010001,,NPS,Grand Canyon NP,,15,1,PUB,Brown & Moran 1979,11,GRCA,,Imported from GDB,,NAD83,12,,408081,3992023,36,4,6.42,-112,1,14.664,36.06845,-112.02074,753,,,,,,,,,,,,,,1825,jeriledbetter,6/16/2012,,,1,1,1,,,,Boulder Crk Unnamed ,4/25/2014 12:11,22
14553,Boulder Seep,US,AZ,Coconino,Phantom Ranch,15010001,,NPS,Grand Canyon NP,,15,1,NHD,,11,GRCA,This site was verified by Bell with the National Park Service. ,"Imported from GDB, BLDR004",,NAD83,12,,406799,3990713,36,3,23.472,-112,2,5.352,36.05652,-112.03482,1110,,,,,,,,,,,,,,66,jeriledbetter,6/16/2012,jeriledbetter,10/16/2013,1,1,1,,,,Boulder Seep,4/25/2014 12:11,22
13876,Boulder Spring,US,AZ,Mohave,Kingman SE,15030103,,BLM,Bureau Of Land Management AZ,,3,1,NHD,; ID from AZDWR GWIS,12,BLM,,"Imported from GDBB-20-17 21AAA, FLWD_SiteID 350631114042901",,NAD83,11,,766536,3888996,35,6,30.816,-114,4,32.448,35.10856,-114.07568,917,,,,,,,,,,,,,,2392,jeriledbetter,6/16/2012,,,1,1,1,,,,Boulder ,4/25/2014 12:11,22
913,Bristow Spring,US,AZ,Coconino,Stoneman Lake,15060202,,USFS,"Coconino NF, Mormon Lake RD",Coconino,3,1,USGS Quad,Added based on DRG; ID from AZ Dept. Water Resources GWIS,11,,"This site was imported from the geodatabase, a compilation from multiple sources.",,Map,NAD83,12,,447387,3858569,34,52,5.232,-111,34,32.34,34.86812,-111.57565,2042,,,Rheocrene,,,,,,,,,,,2815,jeriledbetter,1/9/2012,,,1,1,1,,,,Bristow,4/25/2014 12:11,51
10256,Buckthorn Springs,US,AZ,Mohave,Poverty Knoll,15010002,,BLM,Bureau Of Land Management AZ,,15,1,State,Imported in 2009 from AZ State Land Office; Other DB from AZDWR,12,BLM,This site was confirmed with a 1:24K Digital Raster.,"Imported from GDB, Buckhorn Spring, 150M002B-35-11 33ABD, FLWD_SiteID 362340113282301",,NAD83,12,,278146,4030561,36,23,40.596,-113,28,25.356,36.39461,-113.47371,1816,,,,,sedimentary,sandstone,Coconino,,,,,,,3167,jeriledbetter,6/16/2012,jeriledbetter,10/16/2013,1,1,1,,,,Buckthorn,4/25/2014 12:11,22
915,Bunker Hill Spring,US,AZ,Coconino,Loy Butte,15060202,,USFS,"Coconino NF, Red Rock RD",Coconino,3,1,Geonames,Imported from USGS Geonames; Other DB from AZDWR,11,,"This site was imported from the geodatabase, a compilation from multiple sources.","A-19-04 36ACC, FLWD_SiteID 345900111552401",Map,NAD83,12,,415681,3871583,34,58,59.952,-111,55,25.788,34.98332,-111.92383,1954,,,,,,,,,,,,,,5575,jeriledbetter,1/9/2012,,,1,1,1,,,,Bunker Hill,4/25/2014 12:11,51
20202,Burn Tank,US,AZ,Coconino,Little Park Lake,15010001,,USFS,"Kaibab NF, North Kaibab RD",Kaibab,15,1,NP,Grand Canyon Trust,11,"FR 610 toward Saddle Mtn, hiked north downslope. FR 610 toward Saddle Mtn., hiked north downslope",The spring orifice is not obvious; but rather a constructed tank.    ,,GPS,NAD83,12,Garmin 76,408911,4018522,36,18,26.64,-112,0,52.56,36.3074,-112.0146,2679,,Coordinates were originally given in NAD27 and were converted to NAD 83 using online tools.  NPS Coordinates were NAD83 12 408973E 4018319N.  Elevation was 8790 Feet. With the following note: Slope: 0 degrees,,,sedimentary,limestone,Kaibab Limestone,,,,,,,1096,margueritehendrie,3/3/2014,margueritehendrie,3/5/2014,1,1,1,,,,Burn Tank,4/25/2014 12:11,12
636,Burro Canyon Spring,US,AZ,Coconino,Cooper Ridge,15010001,,USFS,"Kaibab NF, North Kaibab RD",Kaibab,15,1,CFF,Cartographic Feature File,12,"From 89A in House Rock Valley. Road heading north, House Rock Valley Road, go 3 miles. To right is 2-mile ranch. Go through gate to left, follow road around past livestock watering pond. Go up canyon.","This site is at the top of a very shallow drainage. The spring was included in a Cartographic Feature File. In June 2011 there was no evidence of recent water, and there were no wetland plant species.  This is an impoundment in a drainage that could be ephemeral at best.",,map,NAD83,12,,398360,4072897,36,47,47.184,-112,8,21.408,36.79644,-112.13928,2242,,"Elevation from 10m DEM, coordinates from DRG and CFF.",,,sedimentary,limestone,Kaibab Limestone,,,,,,,4674,jeriledbetter,11/3/2010,jeriledbetter,10/13/2015,1,1,1,,,,Burro Canyon,4/25/2014 12:11,12
9932,Caliche Spring,US,AZ,Mohave,Yucca NW,15030103,,BLM,Bureau Of Land Management AZ,,3,1,USGS Quad,Added based on DRG; ID from AZ Dept. Water Resources GWIS,12,BLM,,"Imported from GDBB-18-18 20CDC, FLWD_SiteID 345531114131301",,NAD83,11,,753810,3868274,34,55,30.756,-114,13,17.328,34.92521,-114.22148,712,,,,,,,,,,,,,,8229,jeriledbetter,6/16/2012,,,2,1,1,,,,Caliche ,4/25/2014 12:11,22
19645,Cane Seep,US,AZ,Coconino,Cane,15010001,,USFS,"Kaibab NF, North Kaibab RD",Kaibab,15,0,IR,"Jeri Ledbetter, MGIS research",11,,,,GPS,NAD83,12,Garmin Oregon 650,406389,4049235,36,35,2.4,-112,2,47.04,36.584,-112.0464,1918,,,,,sedimentary,,,,,,,,,45,jeriledbetter,12/29/2013,margueritehendrie,1/30/2014,1,1,1,,,,Cane Seep,4/25/2014 12:11,12
10469,Cane Springs south unnamed,US,AZ,Mohave,Pilgrim Wash,15030201,,Private,Private US Landowner AZ,,3,1,Geonames,; ID from AZDWR GWIS,12,Private,,"Imported from GDBB-18-13 21CDB, FLWD_SiteID 345524113395001",,NAD83,12,,256596,3867784,34,55,24.06,-113,39,52.488,34.92335,-113.66458,795,,,,,,,,,,,,,,177,jeriledbetter,6/16/2012,,,2,1,1,,,,Cane south unnamed,4/25/2014 12:11,22
13869,Cave Spring,US,AZ,Mohave,Mount Nutt,15030103,,Private,Private US Landowner AZ,,3,1,NHD,; ID from AZDWR GWIS,12,Private,,"Imported from GDBB-20-19 33BCD, FLWD_SiteID 350438114184501",,NAD83,11,,744961,3884907,35,4,37.956,-114,18,48.096,35.07721,-114.31336,919,,,,,,,,,,,,,,709,jeriledbetter,6/16/2012,,,1,1,1,,,,Cave ,4/25/2014 12:11,22
10066,Cedar Spring,US,AZ,Mohave,Quartermaster Canyon SW,15010007,,Private,Private US Landowner AZ,,3,1,State,Imported in 2009 from AZ State Land Office; Other DB from AZDWR,12,Private,,"Imported from GDBB-28-16 35BBA, FLWD_SiteID 354638113580801",,NAD83,12,,231555,3963313,35,46,38.136,-113,58,11.1,35.77726,-113.96975,1390,,,,,,,,,,,,,,1302,jeriledbetter,6/16/2012,,,1,1,1,,,,Cedar ,4/25/2014 12:11,22
18786,Charlie day,US,AZ,Coconino,Tuba City,15020018,,Tribal,Navajo Nation,,15,1,State,Arizona Dept. Water Resources GWSI db; Other DB from AZDWR,11,3.60833E+14,Imported from AZDWR. Public Supply water use. Data source USGS. Hillside topographic setting.  Site Geology 220NVJO. Fracture spring type. Concrete gallery spring manipulation. Perennial flow consistency. ,"Charlie day03 077-13.21X07.40, FLWD_SiteID 360833111141201",,NAD83,12,,478645,3999780,36,8,33,-111,14,14.532,36.1425,-111.23737,1524,,Elev determined by topographic map. Lat/long accuracy 1 sec +/-. Elevation accuracy 010m. Field Checked,,,,,,,,fracture spring,,,,730,jeriledbetter,11/8/2012,,,1,1,1,,,,Charlie day,4/25/2014 12:11,22
9815,Chill Heal Spring,US,AZ,Mohave,Snap Canyon West,15010006,,NPS,Lake Mead NRA AZ,,3,1,State,Imported in 2009 from AZ State Land Office; Other DB from AZDWR,12,LMNRA,,"Imported from GDBB-33-16 34ADD, FLWD_SiteID 361258113591701",,NAD83,12,,231294,4012148,36,13,0.768,-113,59,21.084,36.21688,-113.98919,391,,,,,,,,,,,,,,469,jeriledbetter,6/16/2012,,,1,1,1,,,,Chill Heal ,4/25/2014 12:11,22
14130,Clay Pasture Spring,US,AZ,Mohave,Music Mountains NE,15010007,,Tribal,Hualapai Tribal Land,,15,1,USGS Quad,Added based on DRG layer; ID from AZ Dept of Water Resources GWIS,12,HUAL,,"732B-27-15 15ACD, FLWD_SiteID 354338113521201",,NAD83,12,,240350,3957487,35,43,37.776,-113,52,14.412,35.72716,-113.87067,1326,,,,,,,,,,,,,,346,jeriledbetter,6/16/2012,jeriledbetter,7/29/2013,1,1,1,,,,Clay Pasture ,4/25/2014 12:11,22
14181,Clay Spring,US,AZ,Mohave,Hole-n-Wall Canyon,15010009,,BLM,Bureau Of Land Management AZ,,15,1,NHD,Imported in 2010 from NHD Database,12,BLM,,Imported from GDB,,NAD83,12,,278986,4078288,36,49,28.812,-113,28,41.052,36.82467,-113.47807,1537,,,,,,,,,,,,,,4403,jeriledbetter,6/16/2012,,,1,1,1,,,,Clay ,4/25/2014 12:11,22
9917,Cliff Dweller Spring,US,AZ,Coconino,Bright Angel Point,15010001,,NPS,Grand Canyon NP,,15,1,IR,Dr. Lawrence Stevens data; Other DB from AZDWR,11,GRCA,,"Imported from GDBA-32-03 03A   UNSURV, FLWD_SiteID 361221112034001",,NAD83,12,,404520,4007239,36,12,18.972,-112,3,43.668,36.20527,-112.06213,2379,,,,,,,,,,,,,,1112,jeriledbetter,6/16/2012,,,2,1,1,,,,Cliff Dweller ,4/25/2014 12:11,22
651,Colcord Spring,US,AZ,Coconino,Sycamore Point,15060202,,USFS,"Kaibab NF, Williams RD",Kaibab,3,1,NHD,,11,,"This is likely an excavated spring that forms an ephemeral, or possibly a perennial pool. ",,map,NAD83,12,,411066,3882167,35,4,42.06,-111,58,31.872,35.07835,-111.97552,1928,,,,,igneous,basalt,basalt flow,,,,,,,2602,,11/4/2010,jeriledbetter,12/10/2010,1,1,1,,,,Colcord,4/25/2014 12:11,12
377,Cotton Spring,US,AZ,Coconino,Cape Royal,15010001,,NPS,Grand Canyon NP,,15,1,USGS,,12,,This site has been verified by Steve Rice with the National Park Service and a recreation grade GPS. ,"COTT004, Cottonwood Creek Gauge (or Gage)",GPS,WGS84,12,,410933,3986947,36,1,22.656,-111,59,18.6,36.02296,-111.9885,1150,5.8,,,,sedimentary,shale,Bright Angel Shale,,,,,,gravity,190,jeriledbetter,6/30/2009,jeriledbetter,10/14/2013,8,1,1,,,,Cotton,4/25/2014 12:11,7
10015,Cottonwood Spring,US,AZ,Mohave,Fern Glen Canyon,15010002,,NPS,Grand Canyon NP,,15,1,State,Imported in 2009 from AZ State Land Office,12,"GRCA, Tuckup Canyon.  Drive to Tuckup Canyon Trailhead, hike down trail and around, spring is upstream from where trail crosses Cottonwood Canyon.  It is approx. 6 miles from trailhead to spring.","This site has been verified by Steve Rice with the National Park Service with a recreation grade GPS.Emergence at the site described as, &quot;Spring emerges from channel incised deeply in colluvium.Below 100 m it flows over mixed bedrock and colluvium channel.Near top of Esplanade Sandstone in Supai. &quot;Channel damp but no water in it for first 7 m.","Imported from GDB, TUCK003",,NAD83,12,,327774,4022302,36,19,49.368,-112,55,7.824,36.33038,-112.91884,1257,,NPS Coordinates were NAD83 12 327800E 4022295N.  Elevation was 1257 Meters,rheochrene,,sedimentary,sandstone,Esplanade,sub-aerial,,,,,,210,jeriledbetter,6/16/2012,jeriledbetter,10/16/2013,1,1,1,,,,Cottonwood ,4/25/2014 12:11,7
9803,Cottonwood Spring,US,AZ,Mohave,Hualapai Peak,15030103,,BLM,Bureau Of Land Management AZ,,3,1,Geonames,; ID from AZDWR GWIS,12,BLM,,"Imported from GDBB-20-16 21BCA, FLWD_SiteID 350617113585801",,NAD83,12,,228047,3888729,35,6,16.956,-113,59,0.96,35.10471,-113.9836,1267,,,,,,,,,,,,,,1334,jeriledbetter,6/16/2012,,,1,1,1,,,,Cottonwood ,4/25/2014 12:11,22
10172,Cottonwood Spring,US,AZ,Mohave,Fredonia,15010003,,Tribal,Kaibab Indian Reservation,,15,1,State,Imported in 2009 from AZ State Land Office; Other DB from AZDWR,12,Kaibab Tribe,,"Imported from GDBB-41-03 10A   UNSURV, FLWD_SiteID 365829112360101",,NAD83,12,,357433,4093292,36,58,29.82,-112,36,6.192,36.97495,-112.60172,1474,,,,,,,,,,,,,,2676,jeriledbetter,6/16/2012,,,1,1,1,,,,Cottonwood ,4/25/2014 12:11,22
10104,Cottonwood Spring,US,AZ,Mohave,Amos Point,15010005,,NPS,Grand Canyon NP,,15,1,State,Imported in 2009 from AZ State Land Office,12,,Flow emerges from the Redwall formation in Green Spring Canyon.,Imported from GDB,,WGS84,12,,272012,3985504,35,59,14.496,-113,31,44.22,35.98736,-113.52895,994,,,,,,,,,,,,,,2946,jeriledbetter,6/16/2012,jeriledbetter,5/22/2015,1,1,1,,,,Cottonwood,4/25/2014 12:11,31
666,Cottonwood Spring Upper Spring,US,AZ,Coconino,Jumpup Point,15010003,,USFS,"Kaibab NF, North Kaibab RD",Kaibab,15,0,IR,Dr. Lawrence Stevens data,12,"From Sowats Point trail, follow trail to Esplanade.  Go cross-country to tributary just east of 4544T on topo map and drop into that tributary.  Join main channel and follow that upstream to spring.","The emergence is at the junction of two tributaries, channels for both tributaries are in colluvium on Hermit.Coordinates were provided by Larry Stevens.This spring was surveyed by Grand Canyon Trust in May 2009.","Upper Cottonwood Spring, SOWA011",map,NAD83,12,,363515,4042675,36,31,10.956,-112,31,27.732,36.51971,-112.52437,1464,,"Elevation from 10m DEM, coordinates from LES & DRG. Confirmed by GCT.",,,sedimentary,shale,Hermit Shale,subaerial,,,,runoff,gravity,370,,1/19/2011,jeriledbetter,10/16/2015,1,1,1,,,,Cottonwood Upper,4/25/2014 12:11,12
14177,Cougar Spring,US,AZ,Mohave,Mount Bangs,15010006,,BLM,Bureau Of Land Management AZ,,15,1,NHD,Imported in 2010 from NHD Database,12,BLM,,Imported from GDB,,NAD83,12,,245309,4073486,36,46,22.692,-113,51,13.212,36.77297,-113.85367,1908,,,,,,,,,,,,,,2258,jeriledbetter,6/16/2012,,,1,1,1,,,,Cougar ,4/25/2014 12:11,22
10129,Coyote Spring,US,AZ,Mohave,Music Mountains SE,15010007,,State,State Trust AZ,,3,1,Geonames,; ID from AZDWR GWIS,12,State Trust,,"Imported from GDBB-26-14 20DBA, FLWD_SiteID 353724113475801",,NAD83,12,,246346,3945902,35,37,27.804,-113,48,2.88,35.62439,-113.8008,1714,,,,,,,,,,,,,,2768,jeriledbetter,6/16/2012,,,1,1,1,,,,Coyote ,4/25/2014 12:11,22
10258,Coyote Spring,US,AZ,Mohave,Mount Trumbull,15010002,,BLM,Bureau Of Land Management AZ,,15,1,State,Imported in 2009 from AZ State Land Office; Other DB from AZDWR,12,BLM,,"Imported from GDBB-35-08 22DBD, FLWD_SiteID 362457113080001",,NAD83,12,,308680,4032182,36,24,56.808,-113,8,1.968,36.41578,-113.13388,2202,,,,,,,,,,,,,,1934,jeriledbetter,6/16/2012,,,2,1,1,,,,Coyote ,4/25/2014 12:11,22
10582,Coyote Spring,US,AZ,Coconino,Roden Crater,15020016,,State,State Trust AZ,,15,1,Geonames,; ID from AZDWR GWIS,11,State Trust,,"Imported from GDBA-24-10 08BBC, FLWD_SiteID 352913111213401",,NAD83,12,,467307,3927135,35,29,13.956,-111,21,37.512,35.48721,-111.36042,1521,,,,,,,,,,,,,,1370,jeriledbetter,6/16/2012,,,2,1,1,,,,Coyote ,4/25/2014 12:11,22
179640,CR mi 238 L spring,US,AZ,Mohave,Separation Canyon,15010002,,NPS,Grand Canyon NP,,3,0,IR,Larry Stevens data,12,,,,map,WGS84,12,,268768,3964946,35,48,5.148,-113,33,32.148,35.80143,-113.55893,375,,,,,,,,,,,,,,112,jeriledbetter,7/25/2015,jeriledbetter,7/25/2015,1,1,1,,,,CR mi 238 L,7/25/2015 8:51,22
10392,Crescent Spring,US,AZ,Mohave,Peacock Peak,15010007,,Private,Private US Landowner AZ,,3,1,Geonames,; ID from AZDWR GWIS,12,Private,,"Imported from GDBB-23-15 13CDA, FLWD_SiteID 352215113494001",,NAD83,12,,243057,3918148,35,22,24.96,-113,49,41.88,35.3736,-113.8283,1132,,,,,,,,,,,,,,2902,jeriledbetter,6/16/2012,,,1,1,1,,,,Crescent ,4/25/2014 12:11,22
18808,Crystal spg,US,AZ,Coconino,Shiva Temple,15010002,,NPS,Grand Canyon NP,,15,1,State,Arizona Dept. Water Resources GWSI db; Other DB from AZDWR,11,3.61153E+14,Imported from AZDWR. Unused water use. Data source USGS. Valley Flat topographic setting.  Site Geology 111ALVM. Seepage or filtration spring type. No spring manipulation. Perennial flow consistency. ,"Crystal spgA-32-02 05D   UNSURV, FLWD_SiteID 361153112121501",,NAD83,12,,391674,4006587,36,11,52.944,-112,12,17.676,36.19804,-112.20491,1280,,Elev determined by topographic map. Lat/long accuracy 1 sec +/-. Elevation accuracy 40m. Unchecked,,,,,,,,seepage or filtration spring,,,,282,jeriledbetter,11/8/2012,,,1,1,1,,,,Crystal,4/25/2014 12:11,22
14003,Divide Seep,US,AZ,Coconino,Havasupai Point,15010002,,NPS,Grand Canyon NP,,15,1,PUB,Brown & Moran 1979,11,GRCA,This site was confirmed with a 1:24K Digital Raster.,"Imported from GDB, HP-1, BASS003",,NAD83,12,,379037,4009060,36,13,7.788,-112,20,44.952,36.21883,-112.34582,1099,,,,,sedimentary,shale,Bright Angel Shale,,,,,,,570,jeriledbetter,6/16/2012,jeriledbetter,10/16/2013,1,1,1,,,,Divide Seep,4/25/2014 12:11,22
18785,Dodson lower,US,AZ,Coconino,Tuba City,15020018,,Tribal,Navajo Nation,,15,1,State,Arizona Dept. Water Resources GWSI db; Other DB from AZDWR,11,3.60828E+14,Imported from AZDWR. Public Supply water use. Data source USGS. Hillside topographic setting.  Site Geology 220NVJO. Fracture spring type. Concrete gallery spring manipulation. Perennial flow consistency. ,"Dodson lower03 077-13.65X07.50, FLWD_SiteID 360828111144101",,NAD83,12,,477919,3999628,36,8,27.996,-111,14,43.548,36.14111,-111.24543,1538,,Elev determined by topographic map. Lat/long accuracy 1 sec +/-. Elevation accuracy 010m. Field Checked,,,,,,,,fracture spring,,,,65,jeriledbetter,11/8/2012,,,1,1,1,,,,Dodson lower,4/25/2014 12:11,22
14218,Dome Spring,US,AZ,Mohave,Fern Glen Canyon,15010002,,NPS,Grand Canyon NP,,15,1,NHD,Imported in 2010 from NHD Database,12,GRCA.  From Cottonwood Spring toward Dome:  with Dome on right we headed down canyon approx 2 hours walk from camp near head of canyon,This site was confirmed with a 1:24K Digital Raster. ,"Imported from GDB, TU-9, TUCK004",,NAD83,12,,331019,4016813,36,16,53.364,-112,52,53.472,36.28149,-112.88152,993,,NPS Coordinates were NAD83 12 331074E 4016836N.  Elevation was 3191 Feet,hillslope,,sedimentary,,Supai formation,sub-aerial,,,,,,512,jeriledbetter,6/16/2012,jeriledbetter,10/16/2013,1,1,1,,,,Dome ,4/25/2014 12:11,7
10296,Dotson Spring,US,AZ,Coconino,Tuba City,15020018,,Tribal,Navajo Nation,,15,1,Geonames,Imported from USGS Geonames; Other DB from AZDWR,11,NAVA,,"Imported from GDB03 077-13.65X07.45, FLWD_SiteID 360830111144101",,NAD83,12,,477920,3999693,36,8,30.12,-111,14,43.512,36.1417,-111.24542,1542,,,,,,,,,,,,,,65,jeriledbetter,6/16/2012,,,1,1,1,,,,Dotson ,4/25/2014 12:11,22
14058,Dragon Tongue Spring,US,AZ,Coconino,Shiva Temple,15010002,,NPS,Grand Canyon NP,,15,1,NHD,; ID from AZDWR GWIS,11,GRCA,This site has been confirmed with a 1:24K Digital Raster.,"Imported from GDB, BA-77, DRAG004A-32-02 09D   UNSURV, FLWD_SiteID 361043112105501",,NAD83,12,,393670,4004394,36,10,42.564,-112,10,56.712,36.17849,-112.18242,1157,,,,,sedimentary,sandstone,Tapeats Sandstone,,,,,,,401,jeriledbetter,6/16/2012,jeriledbetter,10/16/2013,1,1,1,,,,Dragon Tongue,4/25/2014 12:11,22
